0,2022-11-05 23:07:54.000,207,-
0,2022-11-05 23:07:54.010,175,-
0,2022-11-05 23:07:54.020,135,-
0,2022-11-05 23:07:54.030,106,-
0,2022-11-05 23:07:54.040,102,-
0,2022-11-05 23:07:54.050,100,-
0,2022-11-05 23:07:54.060,096,-
0,2022-11-05 23:07:54.070,083,-
0,2022-11-05 23:07:54.080,070,-
0,2022-11-05 23:07:54.090,062,-
0,2022-11-05 23:07:54.100,062,-
0,2022-11-05 23:07:54.110,063,-
0,2022-11-05 23:07:54.120,065,-
0,2022-11-05 23:07:54.130,084,-
0,2022-11-05 23:07:54.140,085,-
0,2022-11-05 23:07:54.150,085,-
0,2022-11-05 23:07:54.160,085,-
0,2022-11-05 23:07:54.170,086,-
0,2022-11-05 23:07:54.180,087,-
0,2022-11-05 23:07:54.190,088,-
0,2022-11-05 23:07:54.200,090,-
0,2022-11-05 23:07:54.210,091,-
0,2022-11-05 23:07:54.220,095,-
0,2022-11-05 23:07:54.230,103,-
0,2022-11-05 23:07:54.240,174,-
1,2022-11-05 23:08:01.000,198,Sheldon
1,2022-11-05 23:08:01.010,166,Sheldon
1,2022-11-05 23:08:01.020,138,Sheldon
1,2022-11-05 23:08:01.030,118,Sheldon
1,2022-11-05 23:08:01.040,092,Sheldon
1,2022-11-05 23:08:01.050,077,Sheldon
1,2022-11-05 23:08:01.060,065,Sheldon
1,2022-11-05 23:08:01.070,060,Sheldon
1,2022-11-05 23:08:01.080,060,Sheldon
1,2022-11-05 23:08:01.090,060,Sheldon
1,2022-11-05 23:08:01.100,059,Sheldon
1,2022-11-05 23:08:01.110,058,Sheldon
1,2022-11-05 23:08:01.120,057,Sheldon
1,2022-11-05 23:08:01.130,056,Sheldon
1,2022-11-05 23:08:01.140,056,Sheldon
1,2022-11-05 23:08:01.150,093,Sheldon
2,2022-11-06 09:35:39.000,212,Sheldon
2,2022-11-06 09:35:39.010,198,Sheldon
2,2022-11-06 09:35:39.020,161,Sheldon
2,2022-11-06 09:35:39.030,134,Sheldon
2,2022-11-06 09:35:39.040,067,Sheldon
2,2022-11-06 09:35:39.050,060,Sheldon
2,2022-11-06 09:35:39.060,056,Sheldon
2,2022-11-06 09:35:39.070,055,Sheldon
2,2022-11-06 09:35:39.080,057,Sheldon
2,2022-11-06 09:35:39.090,056,Sheldon
2,2022-11-06 09:35:39.100,057,Sheldon
2,2022-11-06 09:35:39.110,073,Sheldon
2,2022-11-06 09:35:39.120,083,Sheldon
2,2022-11-06 09:35:39.130,084,Sheldon
2,2022-11-06 09:35:39.140,087,Sheldon
2,2022-11-06 09:35:39.150,091,Sheldon
2,2022-11-06 09:35:39.160,095,Sheldon
2,2022-11-06 09:35:39.170,107,Sheldon
2,2022-11-06 09:35:39.180,142,Sheldon
3,2022-11-06 09:36:03.000,210,Sheldon
3,2022-11-06 09:36:03.010,178,Sheldon
3,2022-11-06 09:36:03.020,150,Sheldon
3,2022-11-06 09:36:03.030,118,Sheldon
3,2022-11-06 09:36:03.040,097,Sheldon
3,2022-11-06 09:36:03.050,096,Sheldon
3,2022-11-06 09:36:03.060,094,Sheldon
3,2022-11-06 09:36:03.070,093,Sheldon
3,2022-11-06 09:36:03.080,090,Sheldon
3,2022-11-06 09:36:03.090,087,Sheldon
3,2022-11-06 09:36:04.100,075,Sheldon
3,2022-11-06 09:36:04.110,058,Sheldon
3,2022-11-06 09:36:04.120,103,Sheldon
3,2022-11-06 09:36:04.130,215,Sheldon
4,2022-11-06 09:39:15.000,211,Yourui
4,2022-11-06 09:39:15.010,169,Yourui
4,2022-11-06 09:39:15.020,136,Yourui
4,2022-11-06 09:39:15.030,126,Yourui
4,2022-11-06 09:39:15.040,101,Yourui
4,2022-11-06 09:39:15.050,097,Yourui
4,2022-11-06 09:39:15.060,094,Yourui
4,2022-11-06 09:39:15.070,093,Yourui
4,2022-11-06 09:39:15.080,091,Yourui
4,2022-11-06 09:39:15.090,090,Yourui
4,2022-11-06 09:39:15.100,088,Yourui
4,2022-11-06 09:39:15.110,084,Yourui
4,2022-11-06 09:39:15.120,083,Yourui
4,2022-11-06 09:39:15.130,084,Yourui
4,2022-11-06 09:39:15.140,084,Yourui
4,2022-11-06 09:39:15.150,085,Yourui
4,2022-11-06 09:39:15.160,086,Yourui
4,2022-11-06 09:39:15.170,087,Yourui
4,2022-11-06 09:39:15.180,088,Yourui
4,2022-11-06 09:39:15.190,091,Yourui
4,2022-11-06 09:39:16.200,102,Yourui
4,2022-11-06 09:39:16.210,131,Yourui
5,2022-11-06 09:48:11.000,209,Yourui
5,2022-11-06 09:48:11.010,187,Yourui
5,2022-11-06 09:48:11.020,154,Yourui
5,2022-11-06 09:48:11.030,138,Yourui
5,2022-11-06 09:48:11.040,134,Yourui
5,2022-11-06 09:48:11.050,134,Yourui
5,2022-11-06 09:48:11.060,133,Yourui
5,2022-11-06 09:48:11.070,143,Yourui
5,2022-11-06 09:48:11.080,153,Yourui
5,2022-11-06 09:48:11.090,164,Yourui
5,2022-11-06 09:48:11.100,175,Yourui
5,2022-11-06 09:48:11.110,201,Yourui
5,2022-11-06 09:48:11.120,206,Yourui
5,2022-11-06 09:48:11.130,214,Yourui
5,2022-11-06 09:48:11.140,194,Yourui
5,2022-11-06 09:48:11.150,134,Yourui
5,2022-11-06 09:48:11.160,101,Yourui
5,2022-11-06 09:48:11.170,091,Yourui
5,2022-11-06 09:48:11.180,090,Yourui
5,2022-11-06 09:48:11.190,090,Yourui
5,2022-11-06 09:48:11.200,090,Yourui
5,2022-11-06 09:48:11.210,090,Yourui
5,2022-11-06 09:48:11.220,090,Yourui
6,2022-11-06 10:05:19.000,205,Yourui
6,2022-11-06 10:05:19.010,170,Yourui
6,2022-11-06 10:05:19.020,141,Yourui
6,2022-11-06 10:05:19.030,119,Yourui
6,2022-11-06 10:05:19.040,107,Yourui
6,2022-11-06 10:05:19.050,107,Yourui
6,2022-11-06 10:05:19.060,108,Yourui
6,2022-11-06 10:05:19.070,109,Yourui
6,2022-11-06 10:05:19.080,110,Yourui
